景点,comments
东关街,东关街是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米，路面为长条板石铺设。东关街是扬州地区的网红景点，街区内热闹非凡，各式店铺林立古色古香，地方小吃应有尽有。非常值得推荐。
东关街,扬州的招牌，基本上还算原汁原味，名人故居，江南风物，尤其是春季，徜徉其间，颇有烟花三月下扬州之感。
东关街,东关街爱了爱了，太多吃的了??一路逛一路吃，都不带重样的，还有好玩的动动，消费跟南京这边差不多，性价比还是可以的，着实让我从头逛到尾??
东关街,好地方。扬州著名景点之一。东关街历史街区。里面二边的各色各样的店铺琳琅满目。应有尽有。还有历史街区陈列馆。是个打卡拍照溜溜兜兜的好地方
东关街,扬州东关街位于江苏省扬州市，是扬州城里最具有代表性的一条历史老街。东关街上的“老字号”商家就有开业于1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店等等，值得去逛逛看看。
东关街,从个园出来了就来到了东关街，很有特色的古街，有扬州的特色汤包等各种小吃，走走逛逛，非常不错，街的东侧尽头是古城楼，宋朝建的，气势雄伟。
东关街,东关街历史街区是扬州城里最具有代表性的一条历史老街，东至运河边，西至国庆路，原街道路面为长条板石铺设，东关街以前不仅是扬州水陆交通要冲，而且也是商业、手工业和宗教文化中心。
东关街,东关街历史街区非常适合喜欢历史文化的游客去体验，因为这里有很多项目参观，譬如说张玉良纪念馆、长乐客栈和街南书屋，都是非常值得参观的
东关街,说实话用了这么多线上平台，只有每次在这种草的店，品质都在线，值得信赖的好平台??放心来就对了，体验感一级棒，总之非常推荐各位来打卡
东关街,春暖花开，烟花三月下扬州。这个季节真的是太美好了！东关街，打造成老街的造型，卖各种小吃，所以可以从街的这头吃到街的那头！最爱美食啊
东关街,好地方啊。扬州东关街历史街区。扬州著名景点之一。也是著名的历史街区。文化氛围底蕴足。是个扬州百年老街区。当地的风俗人情尽在其中。
东关街,【景色】优美，有历史特色 【性价比】还行，有些东西性价比低 【趣味】还行，很长逛不完的感觉
东关街,商家店铺很多，可以买一些吃的玩的，但是价格有点偏高，尤其到了节假日，人特别多，不建议去
东关街,好地方啊。扬州东关街历史街区。街区热闹非凡。人山人海。还有人力三轮车。二边店铺吃喝玩乐一条龙店铺林立。是个到扬州必到打卡之处。
东关街,东关街是扬州的著名老街了！东关城门外就是古运河，沿着街道有很多扬州特色小吃！有着扬州特色文化和浓浓的古香古色气息！推荐！
东关街,好啊。扬州东关街历史街区。非常有特色。值得去的地方。街道二侧很繁华。很有商业特色。并且东关街还有历史文化保护区。非常好。
东关街,东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。 自大运河开通后，这条外依运河、内连城区的通衢大道，逐步成为最活跃的商贸往来和文化交流集聚地。 经过千年的积淀，街内留下丰厚的历史遗存和人文古迹，堪称中国大运河沿线城市中保存最为完好的商业古街。
东关街,来到这条街上的时候，都认为这个地方的大多数景物都是现代复刻出来的，所以没有什么可以看的价值。其实在这条商业街上有很多建筑物都是原本就存在于这里的，是一个真真正正的古建筑物，很多当地小吃小玩意都很不错。
东关街,东关街是扬州城里最具有代表性的一条历史老街，因京杭大运河而繁荣，在扬州的历史上有着十分重要的地位。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。现如今，东关街不仅是一条旅游街道，同时有不少值得去看的人文景观。有街南书屋、逸圃、壶园、个园等景点，其中个园被誉为中国四大名园，如果你对园林建筑有兴趣，一定要到个园看看。
东关街,这里历史文化底蕴丰厚，光老字号商铺就很多，像1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店、1901年的夏广盛豆腐店，1909年的陈同兴鞋子店，还有很多很多，简直就是一个民族工商业的缩影。
东关街,参观完个园，从后门出来就是东关街历史老街。是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。 和东关街紧紧相连的是东圈门的古街区。两条街现已结合起来共同规划、整治、开发，这里除有老字号店铺外，还集中了众多古迹文物：有逸圃、汪氏小苑，全国重点文物保护单位个园，还有扬州较早创办的广陵书院、安定书院、仪董学堂，和明代的武当行宫、明代的准提寺等。
东关街,不要门票是第一亮点！不是节假日，游人和商家都慢慢地，不像在台湾或哈尔滨，就跟抢钱似的。老街的店铺基本上就是卖些竹制品或酱菜和牛皮糖等特产。畅销的是当地的烧饼，饭店的价格不一，在街上找到一家小店，居然连菜里的汤都很鲜，而且喝了也不想喝水。没有进个园、和名人故居，就是走到东关城墙，很难想象清兵入关，它怎样一夫当关？但会被灰墙灰瓦感动到，褪去烟花繁华的古街，给整天在忙碌生活工作的人一丝温暖，最好的还有，停下脚步，找家小店，尝尝扬州三把刀之一的扦脚和足浴，但别找这位大姐，太忽悠了！
东关街,整体很有江南小镇的风味，还有几处私家庭院名人故居啥的，毕竟是当年的名城大城。
东关街,去扬州必须要去东关街啦！现在疫情原因人少了，原来一到周末便是人声鼎沸，各种小吃很丰富，就是停车不方便，要到处找地方。
东关街,扬州著名的古街，众多游客慕名而来，东关街确实不错，美食是这里的一大特色。
东关街,扬州的历史风情街，商业气息比较浓，没什么逛的地方就来这里走一遭吧。
东关街,东关街是扬州最热闹的街道吧。这里有很多老字号，而我去是为美食。东关街上的餐馆性价比不错。有小吃，也有正餐。
东关街,比较有江南特色的一条街，经常带小孩过去玩，喜欢那里的一家扭蛋。
东关街,扬州的东关街历史街区很有年代感，顺路去逛逛就好，不用特意去了。
东关街,扬州的人气旺盛的景区，附近有很多历史悠久的景点，还有很多小吃店
东关街,几年前去扬州游玩的时候发现新开发了一条东关街，应该是仿古建筑吧，供外地游客参观的。
东关街,推荐美食：靳氏烧饼、聚香斋、黄桥烧饼、三和四美酱菜、大麒麟阁。 这里除有老字号店铺外，还集中了众多古迹文物：有逸圃、汪氏小苑，安定书院、仪董学堂，和明代的武当行宫、明代的准提寺等。
东关街,古色古香古色。不错不错值得一去的地方吧。。。。。。。。
东关街,东关街历史上不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。
东关街,东关街历史街区在扬州大运河边，每次去扬州都会过去逛逛
东关街,这个地方真是适合各种场景，之前跟爱人一起来，现在带小孩一起来，每一次都有新的体验，非常棒
东关街,国庆假期到扬州旅游，逛逛国庆路东关街，看看个园，买点扬州小吃，享受一下慢生活，心情舒畅
东关街,江南的小镇，还没有过度商业开发，走走有点韵味。
东关街,好吃好玩，有文化有风光，来了流连忘返的地儿。
东关街,历史古迹，现在开发成商业街区，古典与现代的结合，总体来说还是不错的，感受当地的文化
东关街,【景色】杨洲著名景点 【趣味】历史悠久 很多老房子充满故事 【性价比】很高 现在商业步行街
东关街,东关街历史街区挺热闹的，很多商铺可以逛！
东关街,盐商聚集地，旧时有钱人的地方，那园林美的
东关街,扬州的东关街历史街区挺不错的，小吃很多！
东关街,扬州东关街逛吃模式，特意让老板加点香菜，结果老板加了一份，味道还是一如既往的好。
东关街,东关街是扬州著名的商业街，不错的地方，很有扬州特色，小吃，纪念品很多，推荐来看看
东关街,扬州旅游热度最高的地方，尤其在周末和假日，游客更是前呼后拥，络绎不绝，这里古典园林建筑和各式风味小吃，还有谢馥春等百年老店，都是这里的看点。
东关街,东关街已经不是十年前的模样了，店铺林立，十分兴旺，春节期间更是人山人海，从东关古渡开始，一路往西，一直走到蒋家桥饺面馆，古街两边有很多特色小吃店，长鱼面最好吃，汤圆也非常软糯，可惜蒋家桥饺面馆打烊不开门。
东关街,还不错，去的时候是下午，待到晚上挺好的
东关街,不错，挺繁华的，扬州最著名的两个园林都在附近，还有个网红饭店，粗茶淡饭非常不错
东关街,毕竟是经过官方认证的中国十大历史文化名街之一，来扬州一定是要来逛逛的，感受下千年之前烟花三月下扬州的繁华景象。街区里还有多处历史园林和传统作坊，提升了可逛性。
东关街,扬州著名地标性建筑，文化历史底蕴浓郁，非常棒哦满意开心快乐每一天嗯嗯好的赞！
东关街,扬州旅游性价比最高的地方，也是最热闹最有人气的地方，最好错开周末和节假日的高峰期，东关还有像个园这样的古典园林景观（需单独购买门票），非常值得去游玩的地方。
东关街,真的是个很不错的地方，必须点个赞啊
东关街,值得推荐噢，主要夸一下工作人员，人超级好，态度真的非常好，没有一点不耐烦！
东关街,环境优美，待客热情，消费门槛低，交通便利，停车方便，是个休闲娱乐的好地方。
东关街,扬州。东关街历史街区。相当好。街区内容丰富。人气旺。有机会一定再来。非常好
东关街,扬州最具代表的历史老街，必去景点。
东关街,这里值得一去。这条街上古建筑不少，当地小吃也很多，特别是个园，非常优美。
东关街,不愧评价这么高，可以算是实至名归了，会推荐给朋友[Doge][Doge]
东关街,这里到扬州的话必须去。各种扬州的当地小吃实在太好吃了。印象深刻的有风鹅。
东关街,我国著名的历史文化街区，经考古发掘的东关城门，从唐代以来各代遗存都有，随着时代的变化，东关街的走向位置一直没有变化，现在保留下来的多是明清时期的古建筑。
东关街,真的很不错，很有特色的一个地方
东关街,整体还不错，以前去过印象挺好的
东关街,还是不错的地方的，点个赞再说吧
东关街,非常热闹的一条街，有很多小吃和网红店，扬州的最著名的园林和景点都在附近
东关街,位于扬州市区的一条古色古香的街道，各种扬州地方特色的商品和小吃一应俱全
东关街,扬州市人气最旺的旅游景点，也是老字号商铺最集中的地方，美食店冶春茶楼、宝应长鱼面等都在这里，还有谢馥春粉店等特产店，很是值得一逛。
东关街,东关街还是挺不错的呢，主要是带着孩子来逛逛的！也没啥可以去玩的地方呀
东关街,扬州最具有代表性的历史老街，全长1122米，东关距离大运河码头非常近，所以形成市井繁华，商铺林立的景象，如1817年开业的“四美酱园”，1830年开业的“谢馥春”这些老字号现在都能寻到。
东关街,【景色】浓.浓的历史文化感 【趣味】有趣 很多名人古.迹 【性价比】高
东关街,东关街它东至古运河边，西至国庆路，全长1122米左右，颇有年代感
东关街,现在已经完全变成一条商业街了，去买买东西还是很不错的，其他就算了
东关街,去扬州旅游一定要去东关街逛逛，扬州特色商品，特色小吃一应俱全。
东关街,江苏省扬州市的东关街是必须要去的，各样名小吃和特产真是太好了！
东关街,东关街历史街区，古色古香，环境不错，有各色商铺可以去逛逛，看看
东关街,景色不错，性价比很高，环境很好，服务很好！
东关街,东关街还是挺不错的啊，带着孩子来逛逛，感受下夜景是特别的赞呢
东关街,很热闹，和全国其他的景点步行街差不多 ，不过有些东西还是不错的
东关街,我国著名的历史街区，是文化底蕴深厚，历史悠久的地方，也是扬州市最受人欢迎的地方，这里还有很多老字号商铺，也是民族工商业的代表，非常引人注目。
东关街,还是不错的一条古街，位置也很好，周围酒店住宿也都有不少选择
东关街,这里也是步行街，节假日时人很多，平时可以来逛逛，吃喝都有。
东关街,很有文化氛围的一条古街，园林会馆老字号都有，有吃有喝有玩。
东关街,扬州东关街是全球保存最完好的千年历史繁华古街。是吃货的天堂
东关街,扬州市中心一条充满历史气息的小街，各种小吃，适合周末逛逛
东关街,喜欢历史的朋友，这里是最好的目的地，大家一起去体验一下吧
东关街,东关街还是挺不错的啊，难得来逛逛，看看也是挺不错的呢，赞
东关街,【景色】古色古香 很多名人古宅 【趣味】好玩有趣 【性价比】高
东关街,简单概括下就是三个字美食街，五个字特色美食街，比较普通大部分城市都有 ，一部分是打着特产骗人的，一部分是全国各地的杂牌小吃 当然来了还是要去下的 毕竟里面有几家还是正宗的当地必吃的店
东关街,东关街还是不错的啊，孩子来逛逛，看看吧！玩的很开心的呀
东关街,工作人员非常专业，讲解过程非常有耐心，还解答了不少问题
东关街,是我国保存最完整的历史文化街区，有着丰富的历史文化底蕴，这里除了一些典型的古典园林建筑外还有许多我国传统的前店后厂的老字号商铺，来扬州一定要在来这里闲逛。
东关街,古色古香的一条商业街，各种卖特色小吃、玩具什么的小店
东关街,主要是游客会过来这边逛一逛，顺便吃吃东西也是可以的。
东关街,交通非常的便利，多条地铁和公交线路直达，必须给个好评
东关街,很有古色古香的一天街，古城墙很有特色，拍照打卡好去处
东关街,还好还好，哈哈哈哈，不错不错，真的还是很不错的挺好的
东关街,非常不错，有机会还是要多出去走走，多看看，跑跑心情。
东关街,感觉就是一条购物街其中有几个小博物馆，吃的价格不高。
东关街,感觉就是一条购物街其中有几个小博物馆，吃的价格不高。
东关街,春节的时候人特别多，小吃也特别多
东关街,扬州东关街古朴大方，各种美食吸引着全国各地的游客。
东关街,环境优美，待客热情，消费门槛低，交通便利，停车方便
东关街,好好好，值得一去，性价比很高，环境不错，服务很好！
东关街,我国著名的历史街区，从唐代开始大体布局就没有变化，有着浓厚的历史文化底蕴，也是扬州老字号商铺最集中的地方，这里也是游客云集的地方。
东关街,扬州东关街是扬州一条老街，有许多各具特色的商品。
东关街,扬州东关古街，具有典型的历史风格，个园也在其中。
东关街,扬州东关街，一条集美食、游艺、购物等的文化旅游街
东关街,还不错，天气好，带着娃出门逛下，感受下春天的味道
东关街,东关街是去扬州必逛地，上一次我在买了一本小人书。
东关街,扬州东关街是扬州著名的历史老街，也是扬州热闹非凡的小吃街，每到节假日，人流如潮，车水马龙，美食不可辜负，令人流连忘返、心旷神怡。
东关街,扬州东关街历史街区、也是文化街区、更是商业街区
东关街,扬州东关街历史街区非常热闹，街道两旁商铺林立。
东关街,【景色】这个地方真不错，比较有底蕴，赞????
东关街,环境整体不错，设施齐全，也很符合防疫标准，不错
东关街,里面有好多好吃的小吃，麻花，汤圆，桃酥，都不错
东关街,还有什么比东关街吃吃喝喝更好的地方了？年味很浓
东关街,好吃的好玩的都是东关街，特别是春节期间年味很浓
东关街,节假日必逛的一个地方，很多小店小吃，和很多人
东关街,【景色】优美有内涵 【趣味】很强 【性价比】很高
东关街,这里的夜景非常美！带姑凉适合来这里，有小树林
东关街,第一次去还以为是东北的一条街，原来理解错误。
东关街,非常有意义，非常有价值，交通方便，出行便利。
东关街,扬州历史文化街区，文物古迹众多吸引众多游客。
东关街,因为疫情，好多商铺都歇业了，啥时候再回复繁华
东关街,东关街还是很不错的呢，带着娃来逛逛，感受下哈
东关街,这里景色优美，性价比高，非常值得推荐????
东关街,好：好好好，值得一去，性价比很高，环境很好
东关街,门口就可以停车，停车位也很多，非常nice
东关街,扬州东关街非常让你，吃得、穿的一应俱全。
东关街,千年老街，商贾如云，一半烟火，一半诗意。
东关街,扬州东关街是一个颇具历史年代感的步行街。
东关街,疫情原因 烟花三月下扬州东关街人不多 挺冷清
东关街,很不错的，里面很热闹，有很多古老的东西。
东关街,多年前去过一次，住在里边，说不出口感觉。
东关街,扬州具有古风的一条街，适合慢慢的生活节奏
东关街,疫情对旅游影响很大 东关街相对以往冷清很多
东关街,东关街西边往南一直走，有条国庆路，都是老字号原店铺，很有历史感。谢馥春可以零拷，老街坊都是自己带瓶子去称重购买。中国照相馆大厅有老相机和老文件展示区。紫罗兰理发店里操刀的是头发花白的老师傅。三和四美酱菜门口阵阵飘香。
东关街,扬州东关街是近几年打造的，修旧如旧的休闲不行一条街。里面除了有扬州传统的特色美食以外，还有扬州当地的各种特产，包括外地的一些名优特产，也入驻东关街。东关街和东圈门相邻，平行的两条街合称“双东街区”。这里一到节假日和旅游旺季，人就特别多，有外地的游客，也有本地的市民。一边逛一边吃着美食，很是惬意。
东关街,酒店非常满意，浴室很有创意，用的时候拉起来，不用的时候拉开会感觉空间大很多。电视可以360度旋转，还有超大飘窗。关东街很长，有很多特色小吃和玩的。捏糖人啊，吹糖人动物啊，古典化妆品啊，大煮干丝啊，包子啊，反正超级满意。
东关街,东关街是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米，汇集了当地传统色彩浓厚的手工艺、特色小吃和商业老字号。建议下午四点左右一直逛到晚七点，可以在品尝美食的同时，又能欣赏不一样的街景。
东关街,清晨 山人来到扬州故城东关 徘徊于古炮台下 天蔚蓝如洗 运河两岸 翠柳依依 古运河码头处 建造有大运河铜雕 将隋炀帝杨广当年浩浩荡荡下扬州的场面雕绘一壁 我就要作别扬州了 在古关下 面对这座暖玉温香而又豪情万丈的城市 我还能说出什么来呢 我什么也不想说了 还是将《扬州十日记》收录于后 供有意者卒读 记住扬州的历史 就是记住了中华民族的历史 再见梅花岭 再见瘦西湖 再见扬州
东关街,有历史的感觉，是个带孩子来体验一下风情
东关街,扬州市一个有名的步行街区，值得一看哦！
东关街,扬州免费的旅游景点，体验扬州的古色古香
东关街,好地方好风光，历史街区，去古城必须打卡
东关街,【景色】优雅 【趣味】很强 【性价比】很高
东关街,扬州必打卡景点之一，吃喝玩乐一应俱全。
东关街,古色古香，很有特色，反映江南文化底蕴。
东关街,有历史有故事的一条街！一定要来看看的！
东关街,过年了 东关街还在营业的店铺已经不太多了
东关街,【景色】哈 【趣味】不错 【性价比】可以
东关街,节假日人非常多，景点很好，就是走路多
东关街,扬州的老街区，别有一番风味，值得走走
东关街,扬州最有名的古街，都是小吃，可以逛逛
东关街,在家门口的古街，经常去走走，还一不错
东关街,好吃好玩好逛的地方，古色古香的步行街
东关街,疫情原因 旅游人员变少 没有了往日的喧闹
东关街,来扬州值得去的一条街 可以品尝地方特色
东关街,挺喜欢这里的 在这买了不少有特色的东西
东关街,热热闹闹的 开开心心逛一逛不错的选择
东关街,非常不错的旅游景点，值得大家去看看
东关街,千年古运河，悠悠东关街，精致扬州！
东关街,地理位置优越，环境优美，值得游览！
东关街,夜景拍照超美的，拍完记得回来好评哦
东关街,扬州市老城区一复古老街，人气非常高
东关街,每一座城里都有一条真古或仿古旅游街
东关街,整个街区很有历史气息，古色古香。
东关街,好………………～～～～～～～～～
东关街,沿街好多小吃 经济实惠 环境干净卫生
东关街,扬州著名的历史文化旅游商贸一条街
东关街,好………………………………………
东关街,挺喜欢这种古朴的环境 很有江南风情
东关街,这个地方真不错真不错真不错真不错
东关街,东关街历史街区，有时间留下的痕迹
东关街,回味历史的味道，一条老街一个故事
东关街,????????????????
东关街,这里值得去，景色迷人，性价比很好
东关街,古色古香，非常值得去哦，行动吧
东关街,免费的景点，管理很好，值得一游
东关街,打卡一下我大扬州的标志性建筑！
东关街,挺好玩的，没事的时候可以去走走
东关街,历史街区现在非常多，古香古色的
东关街,这里值得一游，非常有文化底蕴。
东关街,闲时逛一逛 挺不错的 消食的好地方
东关街,非常值得去哦，赶紧行动起来吧。
东关街,是一个古街，还是值得一去的地方
东关街,东关街历史街区位于江苏省扬州市
东关街,不错的地方，有吃有玩，非常不错
东关街,东关街区应该属于必打卡的景点。
东关街,好吃，好喝，好玩，好景，好地方
东关街,历史比较悠久各种吃喝玩乐都挺多
东关街,每次去那里都有不同的发现和惊喜
东关街,【景色】 【性价比】 【趣味】不错
东关街,一到节假日这里真是人山人海哎。
东关街,运河边一条承载历史积甸的文化古街，晒些地产，老字号
东关街,还是挺有意义的，可以去走一走，看一看，回味下历史。老街还是挺有特色的
东关街,有历史痕迹的地方，带着小朋友去看一看，还是不错的。可以逛一逛，轻松地了解一些历史知识。里面很方便，什么都有。
东关街,景色宜人 逛街的好地方 挺不错的
东关街,挺有意义的，值得走一走，细细观看。历史是很有意思的东西，诉说着过去的种种。可以带上孩子一起去，挺有意思的。
东关街,以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。 但是作为盐商的聚集地，此处可通往码头自然是繁华无比，各种商铺和文化建筑都在这里聚集。
东关街,人很多，晚上特别热闹。大概每个城市都会有这么一条老街保留了旧时风貌又齐聚当地各色小吃，供游客迅速了解这个城市的饮食及文化。
东关街,"东门遗址是扬州2500年历史的缩影，千前之年，李白的好朋友孟浩然就是通过大运河来到扬州城。当时的扬州那样繁华，以至于李白对于老友可以去扬州这件事充满了羡慕，于是他写下绝世诗句，表达了羡慕嫉妒的情绪： 故人西辞黄鹤楼, 烟花三月下扬州。 孤帆远影碧空尽， 唯见长江天际流。 东门遗址始建于唐代中期，五代、两宋、明、清等代均曾在此修缮城门、城墙，面积约16平方公里。自2000年以来的三次考古发掘中，发现唐、五代、北宋、南宋时期的城门遗存叠压关系清晰，城墙厚约15—20米。城门宽6.07米，根据宋代《营造法式》有关记载，结合以往的考古钻探发现，推测城墙高约10米。 因为扬州的历史在元、明和文革时期经历过最大的3次战争和文化上的浩劫，大部分的建筑物都被毁掉了，现在在扬州可以看到的实体建筑等几乎都是明朝及以后的，现在东门遗址是全扬州唯一一个可以感受到2500年历史感的地方了，在城市前过经过2座小桥，桥底下用透明玻璃封起来的就是考古发现在城门遗存的地基。所以这个城门千年来并未变过，所以孟浩然应该就是通过东门走上东关街的吧。"
东关街,东关街是一条古色古香的老街，比较有扬州当地的特色，这里聚集了很多很多的当地小吃，过年期间这里也聚集了许多有手艺的民间艺人，可以找到小时候过年浓浓的味道。 友情提示：东关街是不需要门票的。附近的景点可以买连票，价格很是实惠。 东关街这里附近的景点也有很多，这里也有许多老字号的店，一路吃吃走走玩玩，感受一下扬州人的生活，很是惬意和舒服的一件事情。晚上的这里，在五彩缤纷的灯光打造下变得更加的美丽和动人，值得推荐给大家。 这里的扬州人都特别的热情，找人问路都会得到很好的指引和回答。要给超级大的赞！
东关街,这里是来扬州旅游必打卡的地方，在周末或节假日是人山人海，游客络绎不绝，这里的古民居、个园还有像谢馥春这样的老字号都是看点多多，不错的感觉。
东关街,历史悠久，文化积淀深厚的地方，据考古发掘这里从唐宋时期就是扬州的街巷，可从运河的码头直到巷里有2公里长，聚集着许多商铺和古民居，很有看点。
东关街,还是值得去走一走，看一看的。更多地去了解历史，认识现在。
东关街,一个还不错的地方，闲暇时候可以逛逛，但是不一定非在那边购物吃东西?(??????????? ?)?
东关街,【景色】很大的范围都是属于东关街，装修风格统一 【趣味】让人深入其中的感受到清明时期的街巷 【性价比】东西不推荐买啦，毕竟是商业街，溢价严重
东关街,东关街是扬州城里最具有代表性的一条历史老街，为中国十大历史文化名街，这条古街很长，真的很长，好似走不到尽头一般。来扬州不得不去那里逛下。
东关街,东关街之于扬州，都是热闹非凡之所在。特别喜欢这种留有浓郁的岁月斑驳痕迹的街巷，长鱼面、臭名远扬臭豆腐、靳氏烧饼、牛肉汤等，都值得一试。
东关街,在国内数一数二的历史文化街区，有丰富的历史文化底蕴和传说，现在保存完好的明清时期古建筑群，全国著名的老字号商铺，还有香甜可口的小吃。
东关街,扬州的东关街，南京的夫子庙，苏州的观前街，大差不差
东关街,扬州旅游比打卡的地方，也是游客最集中的地区，尤其是节假日更是人山人海络绎不绝，附近有许多民宿，最好住在这里慢慢的体会扬州的生活。
东关街,东关街是一条非常有特色的街道，古色古香，吃喝玩乐一体化，非常值得一玩。姜糖、芡茨糕、黄桥烧饼、豆腐脑、藕粉丸这些东西都超级好吃。
东关街,去很多次都不嫌多的美食一条街，喜欢粗茶淡饭里面的藕圆子，扬州炒饭，糯米藕，每次去必吃，还有各种可爱的唐人，饰品店，很喜欢的地方
东关街,扬州的著名景点老街，人气很旺，游客很多，在这里有古建筑欣赏，还有不错的扬州美食等你。
东关街,东关是历史文化底蕴浓厚的历史街区，时间跨度很长除了留下大面积的古民居建筑外，还有像谢馥春粉店这样的老字号品牌，很值得去逛逛。
东关街,东关街是扬州城里最具有代表性的一条历史老街。东关街“老字号”商家有开业于1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店、1901年的夏广盛豆腐店、1909年的陈同兴鞋子店、1912年的乾大昌纸店、1923年的震泰昌香粉店、1936年的张洪兴当铺、1938年的庆丰茶食店、1940年的四流春茶社1941年的协丰南货店、1945年的凌大兴茶食店、1946年的富记当铺，此外还有周广兴帽子店、恒茂油麻店、顺泰南货店、恒泰祥颜色店，朱德记面粉店等。
东关街,扬州东关街位于江苏省扬州市，是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。 街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。东关街上的“老字号”商家就有开业于1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店、1901年的夏广盛豆腐店、1909年的陈同兴鞋子店、1912年的乾大昌纸店、1923年的震泰昌香粉店、1936年的张洪兴当铺、1938年的庆丰茶食店、1940年的四流春茶社1941年的协丰南货店、1945年的凌大兴茶食店、1946年的富记当铺，此外还有周广兴帽子店、恒茂油麻店、顺泰南货店、恒泰祥颜色店，朱德记面粉店等。东关街是扬州手工业的集中地，前店后坊的连家店遍及全街，如樊顺兴伞店、曹顺兴箩匾老铺、孙铸臣漆器作坊、源泰祥糖坊、孙记玉器作坊、董厚和袜厂等。和东关街紧紧相连的是东圈门的古街区。两条街现已结合起来共同规划、整治、开发，这里除有老字号店铺外，还集中了众多古迹文物：有逸圃、汪氏小苑，全国重点文物保护单位个园，还有扬州较早创办的广陵书院、安定书院、仪董学堂，和明代的武当行宫、明代的准提寺等。
东关街,吃的其实挺贵的，汇金谷适合去吃，哈哈哈
东关街,扬州最著名的景点之一，是来扬州必打卡的地方，游客很多，各种小吃商品很丰富。
东关街,已经是第二次来了，第一次来就很惊艳，没想到第二次来还有新的惊喜，爱了。这个地方真的适合各种人群来玩来体验呀，好评噢
东关街,节假日去的 人不少 熙熙攘攘 但不是想象中的那种放眼望去全是人 热闹又不嘈杂 刚下过雨 空气很凉爽 走在这里 感受着古老的建筑 厚重的历史感 还有道理两边各种当地特色小吃 有点类似上海的七宝老街！
东关街,体验扬州巷子，品扬州美食的好去处！
东关街,整體感覺還不錯值得去看一看玩一玩
东关街,晚上逛逛不错，很有古老的节庆感。
东关街,性价比高，有趣好玩，总体超赞，景色不错，非常棒哦满意开心愉快的一天！设计精巧！风景环境不错哦哦！赞??
东关街,东关街是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米，原街道路面为长条板石铺设，这条街以前不仅是扬州水陆交通要冲，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。
东关街,初夏的扬城，凌霄花开正盛，一串串橘红色的小喇叭，点缀着满墙翠绿的藤蔓，青砖黑瓦，绿叶红花，犹似霓裳羽衣，爱煞心头。 静静开在扬州东圈门，凌霄花攀附在一排青砖黛瓦的古宅墙头，与青砖马头墙相映成趣，摇曳生姿，场面颇为壮观，别有一番夏日韵味，每年的这个时节都吸引不少游客和摄影爱好者在此打卡拍照。
东关街,一大早六点半从南京出发，八点钟到富春茶社吃早点。点了蟹黄包，味道还行，不过感觉南京本地六合的更好吃些，只不过得知道好吃的店在哪儿。富春早茶配上早茶这个早饭还是相当不错的。吃完早饭去瘦西湖，从南门进去坐船到24桥，船上看河堤春色，是从另一个角度感受春天。疫情影响，园内的人不是很多，可以比较舒心地仔细地看看院内风光。进了景区内不要偷懒，一定要往里走一走，什么万花园呀花圃园呀，都是别具一格不一样的。景区逛结束，从北门出来，太远了打车回南门，然后去东关街吃饭。东关街有家烤生蚝店，价格实惠味道超棒，蒜泥的香味跟生蚝的鲜味在炙火中碰撞，成为此行的亮点之一。在生蚝店旁边有家海鲜屋，鱿鱼都没做熟，在铁板上放一会儿就装碗了，我们三个人给两个小餐叉，多要一个还呛我们说是不是来十个人要给十个小餐叉，气得我说不出话来，我想问你你一家子人吃饭用一双筷子？鱿鱼难吃吃了一半就扔了，这个店毁了此行二分之一的好心情。午饭吃的扬州炒饭馄炖和四喜汤圆，都还不错，老板人也好。东关街很长，这样的老街偶尔逛一逛还是很有感觉的，下午两点半游玩结束开始返程，午后阳光惹人困，大家自驾游注意行车安全。
