景点,comments
茱萸湾,茱萸湾动植物园真的是溜娃的宝藏好地方，很多人都带了帐篷露营，萌宠小动物可以零距离接触，买喂食是需要另外付钱的。鹿鸣苑附近有散养的鹿，但是很胆小。除猛兽区外，其他地方的小动物大多都可以近距离接触，值得推荐，
茱萸湾,茱萸湾很适合带小朋友出游，看看动物，尤其好多天鹅，野餐一下，还可以烧烤，玩一下游乐设施，景色还不错，门票也不算贵，就是里面有些项目是收费的，海豹，两栖动物馆都收费。亲子玩玩还可以。
茱萸湾,挺好的一个地方，有风景可以欣赏，有动物可以观赏，也算近距离接触一些动物，挺好的，带着孩子玩慢慢的玩，至少可以玩大半天呢，挺不错的，喜欢这里茱萸湾风景区，扬州动物园，有老虎有狮子有狗熊，有兔子，有黑天鹅，有猴子狒狒，好多动物，特别好！
茱萸湾,动物蛮多，大熊猫，小熊猫，老虎，狮子，狼，金钱豹等。里面小孩玩的娱乐项目蛮多，水上的激光船，卡丁车，碰碰车，小火车。野营，野炊烧烤都可以，准备不充分，到那啥都没准备，有点可惜。步行就能逛好。值得去游玩。
茱萸湾,我们是中午进园的，在园区外不远处有免费的停车场，停车很方便的。园区内有植物园和动物园，都是可以免费参观的。在动物园我第一次看到了国宝级动物―大熊猫，她憨态可掬的样子着实可爱。在猛兽区有老虎、狮子和棕熊，这些大型食肉动物十分凶猛，游览时可要注意安全！站在茱萸宝塔下，眼前波涛万顷，运河两岸层林尽染，在隆冬季节畅游茱萸湾也是别有一番滋味！计划在四、五月份我们再来一次，茱萸湾是一个让人留恋往返的地方！
茱萸湾,茱萸湾风景区位于扬州东首湾头镇，面积约50公顷，北接邵伯湖，西濒京杭大运河，东连仙女镇。 《重修扬州府志》载：“汉吴王刘濞开此通海陵仓（是以此为起点开挖邗沟通往泰州）”，因此地北有茱萸村，并遍植茱萸树，故以茱萸立名，且此处又有弯道，故“茱萸湾”始得名。 茱萸湾2011年被评为国家4A级旅游景区，2014年获评江苏省生态文明教育基地。
茱萸湾,如果是亲子游来扬州的话，这个地方是首选，就是一个风景优美的动植物园，很多动物，而且动物养的还是不错的，很多住的都是豪宅啊，小朋友玩的很开心，大人能看到美景，人也没瘦西湖那么爆满，相当满意对这次选的这个景点，推荐亲子游！
茱萸湾,还行吧，动物园。
茱萸湾,非常喜欢非常喜欢
茱萸湾,出游的好去处
茱萸湾,孩子喜欢玩
茱萸湾,出去春游吧
茱萸湾,值得一游
茱萸湾,里面有个动物园 性价比高 带小孩玩很不错 门票好像只要20？ 李勉风景还不错 走到最后有一个小白塔
茱萸湾,思念总比西湖瘦，不再三月依旧可以下扬州！一天时间固然紧张，但走马观花也总比蜗着懒觉有意义！茱萸湾公园和扬州动物园是同一个地方，票价45元，性价比还是很高，可以看动物，环境也不错，值得推荐！
茱萸湾,值得一去，相当不错，孩子喜欢，空气清新，停车方便
茱萸湾,性价比高，特被适合短途旅行
茱萸湾,扬州茱萸湾风景区，三面环水，环境优雅，唐代著名诗人刘长卿赞道 ：“落花逐流水，共到茱萸湾”，鹤鸣湖是景区开门水景，湖中几座小岛的造景，实为这些水禽们营造了生态的环境。天鹅是鸟类是游禽中体形最大的种类，这里有白天鹅与黑天鹅。
茱萸湾,茱萸湾总体不错，特别适合亲子游，它兼有动物园和植物园，观赏游玩性好。(虽然有些地方环境卫生水平还有待提高)动物园除了大熊猫没有，其他都很好，所有动物都蛮精神的。植物园有花荟绿植草地，园内有自助烧烤。乐园有卡丁车碰碰车蛮好。最值得一提的是园内马戏，节目精彩。海狮表演也很好。虽然说这些都是自费项目，但掏得值！最后也抱怨一句，虽然不是景区的错：这满天的飞絮真的是太讨厌了！
茱萸湾,挑了个周五工作日和妈妈带着外公外婆，还有小孩子一起去的，总体来说不错，景区挺大的.景色很美，小廊在动物区和湖水中弯弯曲曲，不错 1、我们从11点进去，走走看看停停，用了5个半小时，（ps:门票不是通票，景区内额外收费项目：海狮表演、马戏、两栖动物馆等，分别安排表演时间只有两场，都是11.00多和14点多，没有导购图，转转悠悠我们一场没赶上，有点遗憾）。2、景区内有收费?，车位不算多，白天和夜里收费不同，白天2元半小时。 3、因为是动植物一体园，里面的动物种类也不算少，悠闲中足以让我们惊喜。4、一进门有自助儿童车租赁，押金200元，每小时10元，封顶30元，收费不算高，而且好像10分钟内还车不收费，还挺人性化的。5、本来想看熊猫的，结果没看到，不过恰逢孔雀开屏求偶季，算“一点点补偿” 。 下面说一下缺点：1、景区内工作人员我只看到进门审票的一个人，景区内需要额外收费的人，然后就是两三个清洁人员和施工绿化人员，其他就没了，不知道是不是工作日游客少的关系，没有导购图，想问个路都没得人，哈哈哈哈哈哈。 2、景区内没有国宝熊猫就不要放图片来忽悠人嘛，小浣熊直接写好啦，挂着的图写着（小熊猫不等于小的熊猫），我也算是冲着这个选择这个景区的，想说带孩子认识一下真实国宝长啥样，找了好久都没有，还是问了其他游客，他们笑着说在哪哪哪，没啥好看的，我当时还纳闷了，我的天，神一样的偷换概念。 最后，携程订票确实方便，但是对熊猫这个有点生气，哎
茱萸湾,玩得不错，价格合理，里面的小动物比较多，尤其是里面的猴子特别可爱。就是坐游船几分钟就要20一人，有点坑人。带孩子老人去，比较合适，里面项目另外收费，杂技表演另外收费45元一人，大概一小时左右吧。桂花树挺多，里面走走逛逛很香，也很休闲。
茱萸湾,非常喜欢这个风景区，位置好，开车过去很方便，推荐有空去看看
茱萸湾,动植物在一起的公园我还第一次看到我觉得值了，这里动物满全的我看到了羊驼、树袋熊、金丝猴、黑天鹅和白天鹅、孔雀等等等等很多……植物也看到了琼花、药芍花、樱花等等总之我觉得值得去!
茱萸湾,不枉此行。虽然里面的动物跟南京，上海的没法比但是里面的风景还是不错的。而且票价便宜是个休闲踏春的好去处。周末带上全家去走走还是不错的。
茱萸湾,带小盆友去动物园看动物，玩的非常的开心，就是熊猫挂在树上睡觉了??
茱萸湾,地方很大，买包饲料湖边可以喂喂鸭子天鹅，这边看猛兽不错，都能看得清清楚楚的，里面也有一些馆进去要付钱的，但是小朋友喜欢啊，由于时间问题还有些地方没去，希望有机会再去吧
茱萸湾,票价不贵，总体还可以。但是去的时候熊猫在树上睡觉，游客里有一个家长居然为了让熊猫动一动，用玉米棒去砸熊猫，所幸没有砸到。而管理人员和宝安就坐在旁边的长椅上玩游戏。连国宝都不受管理人员重视，让人很是意外！
茱萸湾,阳光明媚的周末，带上心爱的人来这转转，看看风景，看看可爱的动物们也是一种乐趣，老虎，狮子，熊，火烈鸟，还有好多孔雀，天鹅
茱萸湾,记得里面好像有个动物园，门票很便宜，性价比很高，风景也不错
茱萸湾,这个动物园靠着镇江，门票不贵，里面动物也不少，还有个海豚表演另外收费，里面有租电动车的，性价比蛮好的，另外收费的好像没有了。门票很实惠。
茱萸湾,这个动物园靠着镇江，门票不贵，里面动物也不少，还有个海豚表演另外收费，里面有租电动车的，性价比蛮好的，另外收费的好像没有了。门票很实惠。
茱萸湾,非常棒的一次旅游，小孩子非常开心，娱乐体验很嗨，人山人海，孔雀园可以和孔雀互动非常棒，建议更多的动物园区能有互动区，最好开放自驾游区更好
茱萸湾,里面没有熊猫 没有熊猫 只有浣熊 想去看熊猫的不要去啊啊啊啊
茱萸湾,性价比很高，里面很大，动物也多，值得一去的好地方！！！
茱萸湾,就是个动物园孩子还挺喜欢的。hhhhhhhhhhhhh
茱萸湾,茱萸湾风景区，是扬州当地非常受到大家欢迎的景点，不仅仅是游客们喜欢，就连本地人也超级喜欢周末过来，这边的景色超级美，也是野营绝佳选择！
茱萸湾,整体感觉值票价，环境还不错，适合一家游玩，离门口200米有免费停车场，里面的海狮表演馆虽然小了点旧了点，一个人才10块钱，也算良心价了，90公分以上全票有点不理解，，，，，
茱萸湾,阳春三月下扬州，扬州除了瘦西湖非常有名外也有其他值得一看的公园，茱萸湾风景区里有扬州市花??琼花，开的非常漂亮，还有木芙蓉也分外夺目，非常值得游玩，周边停车也非常方便。
茱萸湾,扬州市内最喜欢去的景区，门票很便宜，里面动物很多，环境也非常好，最主要是管理得不错很干净。可以带野餐垫去草坪上野餐，也有烧烤点。
茱萸湾,非常好，特别适合遛娃。我们去的时候正好门票打折，22一张，特别优惠！娃玩得特别开心，里面虽然动物不多，但是地方挺大的，很多人带了帐篷，烧烤架去烧烤。
茱萸湾,公园加动物园，老少咸宜，门票还不贵，值得推荐。
茱萸湾,地方虽小，但是确实挺美的，带孩子去的好去处！
茱萸湾,总体超赞，有趣好玩，性价比高，景色不错，小动物都很可爱！！！特别是有小电瓶车可以骑，让懒癌星人有了一个很好的游玩体验，非常好
茱萸湾,有一座茱萸塔，古代是京杭大运河的航标，自然风光优美，水清岸绿。
茱萸湾,疫情有所稳定 加油 疫情后动物园就可以开放了
茱萸湾,很不错的地方，很适合小朋友来玩。马戏表演除了开场的，后面都是杂技魔术，含金量很高，但是小朋友更喜欢动物。熊猫馆没有大熊猫，只有小熊猫，算充数吗 总得来说还是不错的，里面的小卖部再多一些，吃的多些就更好了。
茱萸湾,【景色】秋天非常美！ 【趣味】 【性价比】
茱萸湾,驱车前往，从扬州西到扬州东，带孩子玩的好地方，基本可以玩到大半天，扎个帐篷也是很好的选择。扬州景色一向很好，茱萸湾公园干净卫生，没有浓郁的商业气息，很舒适。这
茱萸湾,很适合带孩子去玩，推着小推车去很方便，没有什么难走的地方，楼梯的地方也贴心的弄了斜坡，方便带推车的游客，风景也不错，今天宝宝玩的也很高兴！
茱萸湾,亲子活动挺好的，有很多动物小孩子很喜
茱萸湾,门票便宜，茱萸湾很大，有好多动物，真的是物超所值，陪孩子的必选之地，很值得一游！！！下次有机会，还会带家人一同游玩，小朋友也能增长见闻！
茱萸湾,性价比较高，门票单价不算贵，园内有动物，马戏表演和游乐场，就是游乐场项目单价偏贵。                    性价比高，
茱萸湾,景色不错，总体还行，性价比高，有趣好玩，品种不是特别多，价格淡季还是很划算的！服务基本比较空缺，因为是冬季，很多场馆都是关闭的，园里自然生态还是保护的不错的，推荐带孩子游玩。
茱萸湾,带小孩去玩的最佳地点，门票也不会贵，小动物也多，还有小朋友玩的设备，很赞
茱萸湾,休闲的地方，适合带娃去玩玩！！
茱萸湾,真的很不错，景不错，还有不少动物，遛娃必打卡之处！
茱萸湾,有趣的动物比较多，可以近距离接触，景点也不错，就是有点小贵，门票45元
茱萸湾,动物还挺多的 挺适合带孩子玩玩
茱萸湾,景区动物挺多的 性价比高 不错
茱萸湾,总体来说很好。包含了动物园植物园名胜古迹博物馆等等综合一体，大人小孩都能各取所需。走累了还能看看古运河风景。除了两栖爬行馆另外收的20元门票有得儿亏以外，其他都很好。
茱萸湾,景区布局合理，动物园和娱乐项目交替存在，很多地方可以出来野餐，非常适合全家出游，烧烤的价格建议更便宜点。
茱萸湾,其他都很好，收费的两栖馆和大马戏很坑，两栖馆屁点大，大概也就10样东西。马戏一共就4个人，全是杂技表演
茱萸湾,那天虽然下着小雨，但因为没有其他人，烧烤区相当于被我们包场了，有雨棚，下雨不受影响，就是炭炉生火耽误了点时间，总之玩的很尽兴！另外，雨中的树林青翠欲滴，相当漂亮！
茱萸湾,第二次来了，比第一次来时又有了变化。里面卖吃的售卖点多了。然后设置方面又有了一些变化。里面可以看动物，可以烧烤，可以玩游乐项目，可以看风景。总的来说，还是不错的。一天足够，也不会太累。这个价钱吧，也算合适了。里面看表演，骑马等需要额外收费。还有就是我还是摸不清这个各个场馆的指示牌。有时候来来***走几趟冤枉路～有趣好玩，体验很好，值得推荐，景色不错，
茱萸湾,休闲娱乐，带孩子看动物不二的选择，春天到了，风景如画，离家也不远，三五好友一起踏青BBQ 也是极好的，每年都要去个一两次！
茱萸湾,非常不错的公园，特别适合一大家子出游，特别是带上小朋友，可以在里面逛上一天是没有问题的，很多动物都是可以零距离接触的，虽然现在是冬天，但是风景也还是很不错的，里面有赏花的地方，主要现在是淡季，冬天没有，不过整天来说还是不错的！
茱萸湾,茱萸湾风景名胜区是一座融自然风光、人文景观、花卉、植物动物观赏和现代游乐为一体的半岛生态型动植物园。动物园里分别有猛兽区、食草动物区、宠物区、猴岛、水禽鱼类观赏区、鹤生态园、海狮表演馆、猛兽表演馆等。走在茱萸湾公园，这里坐山造势、小桥流水、植物点缀，非常适合休闲游。
茱萸湾,茱萸湾风景区在京杭大运河挺进扬州的地方，也算是扬州的植物园?动物园，踏春散步，带着小朋友看看动物，一家人???都挺开心
茱萸湾,工作人员态度极差
茱萸湾,不要在夏天去就行
茱萸湾,小动物不多，都比较懒散，适合亲子玩，不大。走一圈不会很累
茱萸湾,中午吃了饭去的，直接把车开到了停车场，外面车是停了很多，但是里面人流量还好，小朋友们玩的很开心
茱萸湾,环境非常不错，动物区有很多互动，最推荐的是狐猴互动岛，一定要体验一下。漫步走到最里面，有庭院，有河水，有栾树茱萸，还有一座塔，非常美。
茱萸湾,带孩子去看看小动物，走走小栈道感觉还是很惬意的，环境不错，端午去的错过了花季，好多花没看到。40圆的票价还是很值的
茱萸湾,五一第一天去的，很担心人多，进景区走的有点远，总体还好，没有人挤人。景区风景秀丽，值得一去！
茱萸湾,酒店门票不贵，动物种类也还可以，不过门口看着比较小气，停车场车位严重不足，内部餐厅比较少，很一般。另外景区内互动区域比较多，但是都需要另外付费买饲料，不过价格还好不是很贵，总的来说还不错
茱萸湾,还不错，人也不是很多，值得去玩，携程订票很方便
茱萸湾,里面有个动物园 以前带小朋友去过 还不错 门票便宜性价比高 外面风景也不错 随便走走踏青蛮好的
茱萸湾,带着一岁的儿子和公公婆婆一起去的，两个老人比小娃娃玩的嗨，见了很多平日见不到的小动物。天气好，玩的很舒服。总体用了三个小时。
茱萸湾,非常值得推荐的地方，动物散养，可以与人亲近，植物参差错路，无论哪个角度拍下来，都是一幅画。加上柏油小路的点缀，更显清新悦目！
茱萸湾,《重修扬州府志》载：“汉吴王刘濞开此通海陵仓（是以此为起点开挖邗沟通往泰州）”，因此地北有茱萸村，并遍植茱萸树，故以茱萸立名，且此处又有弯道，故“茱萸湾”始得名。
茱萸湾,垃圾的要死，看表演要另外付钱，看爬行馆要另外付钱，带馆字的都要另外付钱！！！！！！！！！！！！！！！！！！！！！！！！！
茱萸湾,这里的动物园还真的不错，路比较好走，小孩走路也不会累，三个小时能逛完，停车场免费的得跑五分钟，景区里面的3.5一个小时，吃胡萝卜的动物不多，建议带点大白菜，个人感觉动物没有红山动物园的多，不过还不错啦，里面小孩玩得娱乐设施比较多，不过要钱的啦，里面的小商店很多，东西都不贵，好多人去那边自己烧烤，搭帐篷玩，真好
茱萸湾,已经带宝宝来过好多次了，这次趁着假期带上自己孩子和亲戚家孩子一起，有好多动物，小朋友们玩的不亦乐乎，在里面吃吃喝喝，看看小动物，玩玩健身器材，比之前多了个两栖动物可以看，轻轻松松玩了一上午，宝贝们都很开心，很值得一去噢！
茱萸湾,春暖花开适合踏青，进园逛逛玩玩感觉挺好。梅花开了，花香景美。
茱萸湾,茱萸湾在扬州郊区的湾头镇，在市区可坐公交32路直达，底站下车。票价45元/人，网上预定40元/人。园内不算很大，自己根据指示牌进行游览。茱萸湾其实也就是扬州的动物园，但园内都是一些常见的动物，本地人偶尔带小宝宝来看看还行，外地人就不建议过来了。相较于动物的种类，景区的绿化真是做得不错，尤其其中的一片大草地太美了，每次去，都会感叹！
茱萸湾,连着两个星期去了，多了一直食蚁兽，萌萌的、很可爱哦！跑马场也不贵，以前才20块钱。就是没看到小棕熊宝宝，笼子在清洗中…至于狼嘛，估计是没吃饱饭吧，瘦瘪瘪的，还关在笼子里，一点精神都没有…还是那几只老虎更精神，在虎山上很自由！
茱萸湾,地方很大 风景很美 烟花三月下扬州 拍图给外地小伙伴 都再说要组团来 由于是节假日去的 人多 下次还会来 性价比高
茱萸湾,带小孩玩的好去处，植物动物都有，各个动物馆衔接的比较好，长在公园里的动物园，值得推荐，小朋友玩的开心，我们就开心啦。
茱萸湾,还可以，五一期间人没有其他有名景点那么多！更适合带小朋友去玩，动物还挺多的
茱萸湾,作为扬州人，已经去过很多次，带孩子很方便，可以闲逛一天
茱萸湾,动物园动物种类蛮多的，占地面积大，参观的人分散。但是两栖馆要20块一个人，海狮表演10块一个人，喂动物得买售卖的。
茱萸湾,特别适合小孩子去玩儿，孩子玩的很开心，可以野炊，看动物，看风景，建议在园区外小店租一个超市的小推车，可以放包包，孩子走累了也可以坐坐！
茱萸湾,天然氧吧，老少皆宜，风景秀丽，茱萸林，芍药花植被遍布整个园子，不虚此行，物有所值，值得推荐。
茱萸湾,一大早从泰州自驾过去，一个小时就到了，建议还是网上购票然后自助取票，现场买票排队人太多了。里面环境很好，尤其秋天季节，秋高气爽，蓝天白云。里面的动物也很多，适合带上一家人，即是散心又是亲子活动
茱萸湾,地方不大，适合带小孩过去看动物、植物。里面还有专门烧烤的地方，有些植物可以教小孩认识。春天过去可能风景会更漂亮。
茱萸湾,真心好！性价比一流，园里特别干净特别生态，说明管理的很好！该有的小动物们也都有，还看到了大熊猫，棒棒哒！推荐！
茱萸湾,一次不错的游玩，网上订票很快捷，茱萸湾不仅可以带小朋友前往和小动物亲近，也可以拍风景和人像
茱萸湾,推荐大家去玩，门票便宜又好玩！假期一家人去玩的，小朋友看到狮子、老虎、大熊猫等好多动物特别开心。大马戏很好看，惊险刺激，马场骑马也不错～因为第一次去准备工作做的不充分，不然可以在里面玩一天！
茱萸湾,总体很不错，绿化、展区、丰容都做的比较好，特别是鹤苑很棒，据说其他一些展区也是得奖过的。总之很值玩的很开心！
茱萸湾,五一假期去的 前两天把扬州必去的景点都玩完了 就选择了茱萸湾 人不少 停车免费 就是免费停车场里大门有点远 可以自费坐三轮车 茱萸湾就是个类似生态园的地方 有动物 景色不错哟 很大 本地人很多 好多带着帐篷来的
茱萸湾,不值得去，风景不错，门票价格还行，不过进去后除了看河里游的天鹅和看长颈鹿不要门票，别的所有动物都要另买门票，这是我带娃玩的所有动物园里最独特的。
茱萸湾,总体来说环境很好，植物也很多，有一些常见的动物，狮子，老虎，猴子等等。孩子玩的很开心，地方不算太大，半天就可以逛完。里面的小水族馆要另外付钱，二十块，不贵，还是很值得带孩子去玩一下的。
茱萸湾,风景很美，小动物也很多
茱萸湾,自带动植物园 相较于往常的动物园 这里的亮点是可以和羊驼亲密接触的
茱萸湾,今天去动物园开了眼，原来酒精消毒可以用白酒替代，免洗洗手液洗完要用水洗才行……疫情刚好转，动物园是不是也要对商家进行规范管理呢？经历过不按价格公示随心收费，又见识了白酒充当酒精消毒使用，这个体验也是有点醉醉的
茱萸湾,性价比高，有趣好玩，景色不错，总体超赞，孩子很开心，特别兴奋
茱萸湾,可以近距离接触小动物～小朋友超级开心，门票也不贵，风景也很好
茱萸湾,带宝宝一起去玩的，还是不错的，可以带野餐的东西，有大草坪可以
茱萸湾,性价比高，总体超赞，景色不错，有趣好玩，
茱萸湾,风景很好，是亲子游玩的好去处。门口有免费的停车场，还是蛮贴心的。逛大半天下来也不觉得多累。如果可以的话，可以去吃吃烧烤。小孩子比较热衷于喂食小动物。唯一的遗憾就是没有免费的开水供应，需要自己带热水进园。
茱萸湾,环境挺好的。适合带小朋友和家人来游玩。放松放松心情挺不错的。
茱萸湾,还不错。儿子想看的老虎狮子都有。玩的很开心。就是停车场乱收费，我是本地人都这样了，相信很多外地游客就更被宰了。比较可气。
茱萸湾,基本常规动物都有，分布也比较合理，园内还有游乐场和植物园，外面人很多，往园子深处走人就少了，而且有大运河，看着豁然开朗，很不错。回头有景区电瓶车，不用担心走断腿。携程的价格很划算。
茱萸湾,陪孩子去的，真不错，宝贝们特别开心玩的。小动物们也很多的。
茱萸湾,景区环境布局合理 平时带孩子来走走 接近大自然 认识认识植物 看看各种动物还是蛮不错的
茱萸湾,天很热，但是走几步就有椅子和买水的地方，观光车是随时上下
茱萸湾,很好，多次游玩，有景有动物，趣味性强，适合家庭亲子出游
茱萸湾,带着孩子玩了一天，孩子很开心，天气不错，挺适合玩的！
茱萸湾,大人觉得有点脏乱，投喂和游乐场小朋友玩的很开心。
茱萸湾,很不错，喂的小动物挺多的，近距离接触，自然风光也不错，属于植物园和动物园的完美结合，网上买票挺方便的，还优惠5元，就是里面喂动物基本不给自带胡萝卜之类，都要求买他们的。
茱萸湾,总体还可以，景区植物园那块很好，草坪翠绿，很多游客躺在上面晒太阳，很惬意。动物园那片道路不太好，路面不平，很多地方坏了，没有修缮，而且味道也有点大。
茱萸湾,很久很久没有来到茱萸湾了，景色美丽，动物可爱！整个人的 心情都变得好了～踏青出游的好去处！
茱萸湾,茱萸湾动植物园风景很美，带着小朋友边看动物，边赏景，里面还有儿童游乐园，很适合一家人踏青
茱萸湾,非常棒的景区，性价比很高，马戏表演真的很经常
茱萸湾,有动物，还有风景不错！而且还能看到梅花鹿到处跑
茱萸湾,整体就是个动物园，也没有太多的动物，还好吧。带孩子转一转也是可以的。也不用报太大期望。 不过看到了熊猫爬树，还是比较给面子的。
茱萸湾,动物越来越多，去年看见的放养的鹿今年都关起来了，有放养的猴子～真是特别适合游玩的地方
茱萸湾,性价比高，f总体超赞，有趣好玩，景色不错，
茱萸湾,景色不错，总体超赞，
茱萸湾,性价比高，有趣好玩，景色不错，总体超赞，
茱萸湾,性价比高，景色不错，总体超赞，有趣好玩，
茱萸湾,总体超赞，景色不错，有趣好玩，性价比高，
茱萸湾,景色不错，性价比高，
茱萸湾,景色不错，总体超赞，有趣好玩，性价比高，
茱萸湾,景色不错，有趣好玩，总体超赞，性价比高，
茱萸湾,有趣好玩，景色不错，总体超赞，性价比高，
茱萸湾,景色不错，有趣好玩，总体超赞，性价比高，
茱萸湾,还不错哦，带小孩去正好。以后有机会再来。
茱萸湾,风景优美，动物很多
茱萸湾,强度不大，适合孩子一起去，动物少了点
茱萸湾,有隐形消费基本小孩玩的设备也收钱绝了
茱萸湾,茱萸湾风景区水系丰富北边有邵伯湖，西边还有京杭大运河，自然风光非常不错，水清岸绿，生态保护的不错，游客很多，景区特色有荷风曲桥和鹤鸣湖。
茱萸湾,性价比高，有趣好玩，宝宝挺开心的。
茱萸湾,我这个泰州人最爱去的动物园，棒棒哒
茱萸湾,环境优美，动物可爱，小孩很喜欢……
茱萸湾,大人小孩都玩的尽兴，就是去的晚了，4点半左右老虎狮子都被工作人员关起来了，
茱萸湾,孩子玩的很开心，非常不错，棒棒哒
茱萸湾,适合带孩子去转转，节假日人很多。
茱萸湾,***
茱萸湾,动物园大小挺适合我们家宝贝游玩的
茱萸湾,有趣好玩，景色不错，性价比高，
茱萸湾,景色不错，有趣好玩，总体超赞，
茱萸湾,风景好，服务好，人又少，棒极了
茱萸湾,带娃的经典景点，在扬州算不错的
茱萸湾,景色不错，性价比高，总体超赞，
茱萸湾,景色不错，有趣好玩，总体超赞，
茱萸湾,有趣好玩，性价比高，总体超赞，
茱萸湾,熊猫宝宝太可爱了！！！！！！！
茱萸湾,是动物园，人不多，半天逛一下正好，小朋友喜欢，里面还可以喂一下小动物。
茱萸湾,风景优美的动物园，性价比超高
茱萸湾,还好，动物不太多。走走逛逛
茱萸湾,从镇江开车过去一个多小时，里面有动物园，很适合带孩子去玩玩。丰富孩子的体验，还能学到知识。门票价格也不贵，玩一下大概半天时间。
茱萸湾,带小朋友 玩了一下午 很开心
茱萸湾,很好玩呀，带家人和女生都可以来玩，也挺大的。
茱萸湾,携程网订票取票方便快捷 有优惠 景区总体环境不错
茱萸湾,值得一游的地方，不错。
茱萸湾,超级棒的景点景色不错，
茱萸湾,珍稀动物多，大熊猫??
茱萸湾,不错，孩子玩的很开心。
茱萸湾,集植物园和动物园于一体
茱萸湾,一般吧，随处可见的公园
茱萸湾,茱萸湾生态特别好，园区还大，一家老小都很合适。已经来过很多次。
茱萸湾,玩的地方挺多的。里面的动物也挺多的。小孩子也挺喜欢里面有狮子，老虎。还有斑马，梅花鹿。哎呦，丹顶鹤啊！
茱萸湾,今天天气很好，出来一趟看到这么好的风景整个人都很放松，也很开心，一家三口出来，美美哒。也拍了美美哒照片
茱萸湾,今天周末，带儿子去茱萸湾公园逛了一下午，里面空气很新鲜，动物也很多，环境各方面都不错，儿子玩的很开心。
茱萸湾,还好吧，没有被惊艳到
茱萸湾,这里很好玩，适合宝宝
茱萸湾,价廉物美，还会再来！
茱萸湾,价廉物美，还会再来！
茱萸湾,值得一去，已打卡多次
茱萸湾,性价比高，有趣好玩，
茱萸湾,景色不错，总体超赞，
茱萸湾,景色不错，性价比高，
茱萸湾,景色不错，有趣好玩，
茱萸湾,景色不错，性价比高，
茱萸湾,总体超赞，性价比高，
茱萸湾,性价比高，景色不错，
茱萸湾,景色不错，性价比高，
茱萸湾,挺好，适合带孩子游玩
茱萸湾,环境很好，还有散养的鹿和孔雀，就是里面的小卖部里卖的东西的价格太黑了，靠的近很适合带男人娃子进去转转
茱萸湾,总体感觉还可以，但在海狮表演馆的体验很不好。一开始就领着海狮鼓动游客合影收费，而且5～6个工作人员围着，当提出看不到海狮时就群起而攻之，服务态度非常恶劣，仿佛是群黑社会，根本不是什么海狮表演，就是合影收费。希望景区管理部门管管这群人！！！！！
茱萸湾,环境好，动物很活泼
茱萸湾,性价比高，值得一去
茱萸湾,蛮好的??????
茱萸湾,环境好，景点宜人！
茱萸湾,挺好玩的都是带自家宝贝去玩玩的动物也基本都有环境不错干净老虎熊猫十八食草食肉动物也应有尽有了就是门口的停车位比较少需要停外面的然后走进来。
茱萸湾,一开始以为是个湖之类的景观，结果是个动物园，不过喂喂小动物也还挺有意思，就是海狮没看到表演来晚了
茱萸湾,带娃家附近转转 
茱萸湾,里面收费内容太多
茱萸湾,带小孩来的，周末休闲来这里挺好的，风景不错还有动物可以看，门票也不贵，对于住在附近的我们来说确实是个游玩的好去处，希望再多些动物就好了。
茱萸湾,扬州的动物园必须支持，有免费停车的地方，门票也便宜，挺好
茱萸湾,很大，环境优美。孩子们喜欢，可爱的小动物，春天花也很漂亮
茱萸湾,很好玩，动物挺多的，这个价格不贵，里面的烧烤园乌烟瘴气的
茱萸湾,总体还是不错的，公园很别致，动植物园在一起的，适合亲子游
茱萸湾,景色还不错，动物少了点，都懒洋洋的。停车方便，门口不远处开辟了大的免费停车场
茱萸湾,很好很开心??
茱萸湾,好玩，方便快捷
茱萸湾,很好的一次旅游
茱萸湾,扬州动物园真好
茱萸湾,景色动物一体 
茱萸湾,还不错 有大熊猫
茱萸湾,不错，环境不错
茱萸湾,很大，玩的不错(?????)? ??
茱萸湾,公园不大，景色不错，动物不多，可是熊猫很可爱很活泼。
茱萸湾,我觉得非常好，可惜那天下雨，下次还会带宝贝在去玩儿的。
茱萸湾,很好哦，，，
茱萸湾,动物很受喜欢
茱萸湾,henhao
茱萸湾,第二次购买了
茱萸湾,常去，可以。
茱萸湾,挺有意思的，门票也不贵，但是节假日人真的好多啊。。。
茱萸湾,还是上半年端午节的时候去的，动物热的都躲起来了，没见几个。再加上确实已经到了初夏，植物方面都已经茂盛了，也没见几朵花，所以整个行程就当是和孩子出来散散心，也就不指望什么了！
茱萸湾,挺好的谢谢
茱萸湾,海可以可以
茱萸湾,还不错吧啊
茱萸湾,景色很不错
茱萸湾,一直都很好
茱萸湾,有趣好玩，
茱萸湾,环境很优美
茱萸湾,五一人很多
茱萸湾,套餐很不错
茱萸湾,景色不错，
茱萸湾,景色不错，有趣好玩，动物有点少，就是景区内可以自己骑的电动车简直贵到离谱，其他就都还不错！
茱萸湾,总体超赞，
茱萸湾,景色不错，
茱萸湾,挺好的啊呀
茱萸湾,景色很不错
茱萸湾,有趣好玩，
茱萸湾,景色美，孩子们的乐园。成年人也能找到孩提时的欢乐。
茱萸湾,位于扬州的东边，算是一个小型的动物园，适合郊游野餐
茱萸湾,风景很好，简单明了，适合溜娃。性价比很高。会再来
